AGENCY,DATE,DESTINATION,PAX,TYPE,COST,STATUS
FRENDZ,01/23/2023,EN - PPC,1,SHARED,500,
FRENDZ,01/23/2023,EN - PPC,2,SHARED,1000,
FRENDZ,01/23/2023,EN - PPC,1,SHARED,500,
FRENDZ,01/23/2023,EN - PPC,3,SHARED,1500,
FRENDZ,01/23/2023,EN - PPC,3,SHARED,1500,
TERRA SANCTA,01/23/2023,DROP OFF AIRPORT,2,SHARED,500,FORFIETED
TERRA SANCTA,01/23/2023,EN - PPC,2,SHARED,1200,
ONE EL NIDO SUITE,01/23/2023,EN - PPC,2,SHARED,1000,
BAYVIEW,01/23/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
FRENDZ,01/24/2023,EN - PPC,2,SHARED,1000,
FRENDZ,01/24/2023,EN - PPC,2,SHARED,1000,
FRENDZ,01/24/2023,EN - PPC,1,SHARED,500,
FRENDZ,01/24/2023,EN - PPC,1,SHARED,500,
FRENDZ,01/24/2023,EN - PPC,2,SHARED,1000,
FRENDZ,01/24/2023,EN - PPC,1,SHARED,500,
CORAZON,01/24/2023,PORT BARTON - PPC,12,PRIVATE,10000,
BAYVIEW,01/24/2023,EN - PPC,2,PRIVATE,5000,
BAYVIEW,01/24/2023,PICK UP AIRPORT,2,PRIVATE,1000,
FRENDZ,01/24/2023,EN - PPC,1,SHARED,500,
FRENDZ,01/24/2023,EN - PPC,3,SHARED,1500,
FRENDZ,01/24/2023,EN - PPC,3,SHARED,1500,
ONE EL NIDO SUITE,01/24/2023,EN - PPC,2,SHARED,1000,
CORAZON,01/24/2023,ASTORIA - EN,2,PRIVATE,5000,
CORAZON,01/24/2023,EN - PPC,2,PRIVATE,5000,
CORAZON,01/24/2023,PPC - EN,1,SHARED,500,
BAYVIEW,01/24/2023,PICK UP AIRPORT,2,PRIVATE,1000,
BAYVIEW,01/24/2023,EN - PPC,3,SHARED,1000,
BAYVIEW,01/24/2023,EN - PPC,2,SHARED,1000,
BAYVIEW,01/24/2023,PICK UP AIRPORT,2,PRIVATE,1000,
FRENDZ,01/24/2023,PPC - EN,2,SHARED,1000,
FRENDZ,01/25/2023,EN - PPC,1,SHARED,500,
FRENDZ,01/25/2023,EN - PPC,1,SHARED,500,
FRENDZ,01/25/2023,EN - PPC,2,SHARED,1000,
FRENDZ,01/25/2023,EN - PPC,2,SHARED,1000,
FRENDZ,01/25/2023,EN - PPC,1,SHARED,500,
TERRA SANCTA,01/25/2023,DROP OFF AIRPORT,2,SHARED,1200,
TERRA SANCTA,01/25/2023,PICK UP AIRPORT,2,SHARED,1200,
TERRA SANCTA,01/25/2023,EN - PPC,2,SHARED,1400,
CORAZON,01/25/2023,ISLA AMARA - H. HOTEL,2,PRIVATE,1100,
CORAZON,01/25/2023,PICK UP AIRPORT,3,PRIVATE,1000,
BAYVIEW,01/26/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
BAYVIEW,01/26/2023,PICK UP AIRPORT,3,PRIVATE,1000,
BAYVIEW,01/26/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
FRENDZ,01/26/2023,EN - PPC,2,SHARED,1000,
FRENDZ,01/26/2023,EN - PPC,1,SHARED,500,
ONE EL NIDO SUITE,01/26/2023,PPC - EN,3,SHARED,1500,
CORAZON,01/27/2023,PPC - EN,4,PRIVATE,5000,
CORAZON,01/27/2023,HOTEL - PORT,2,PRIVATE,500,
CORAZON,01/27/2023,EN - PPC,2,SHARED,1100,
CORAZON,01/27/2023,EN - PPC,4,SHARED,2100,
BAYVIEW,01/27/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
BAYVIEW,01/27/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
BAYVIEW,01/27/2023,EN - PPC,3,SHARED,1500,
FRENDZ,01/27/2023,PPC - EN,1,SHARED,500,
FRENDZ,01/27/2023,EN - PPC,4,SHARED,2000,
FRENDZ,01/27/2023,EN - PPC,2,SHARED,1000,
FRENDZ,01/27/2023,EN - PPC,2,SHARED,1000,
FRENDZ,01/27/2023,EN - PPC,1,SHARED,500,
LOFT VILLA,01/27/2023,PPC - EN,2,SHARED,7000,
ONE EL NIDO SUITE,01/27/2023,PPC - EN,4,SHARED,2000,
CORAZON,01/28/2023,PPC - EN,2,PRIVATE,5000,
CORAZON,01/28/2023,PPC - EN,3,SHARED,1500,
CORAZON,01/28/2023,EN - PPC,2,SHARED,1000,
TARAWIS,01/28/2023,EN - PPC,1,PRIVATE,5000,
FHERL,01/28/2023,FRENDZ HOSTEL,2,SHARED,900,
FHERL,01/28/2023,PPC - EN,1,SHARED,450,
FHERL,01/28/2023,MILAN GRACE INN,10,PRIVATE,5000,
BAYVIEW,01/28/2023,PICK UP AIRPORT,2,PRIVATE,1000,
FRENDZ,01/28/2023,PPC - EN,2,SHARED,1000,
FRENDZ,01/28/2023,EN - PPC,2,SHARED,1000,
ONE EL NIDO SUITE,01/29/2023,PORT BARTON,2,SHARED,1200,
CORAZON,01/29/2023,PICK UP AIRPORT,4,PRIVATE,1000,
CORAZON,01/29/2023,PICK UP AIRPORT,6,PRIVATE,1000,
PANORAMA,01/29/2023,EN - PPC,2,SHARED,1000,
TARAWIS,01/29/2023,SEDA - OFFICE,3,PRIVATE,900,
BAYVIEW,01/29/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
BAYVIEW,01/29/2023,PICK UP AIRPORT,2,PRIVATE,1000,
FRENDZ,01/29/2023,EN - PPC,1,SHARED,500,
FRENDZ,01/29/2023,EN - PPC,6,SHARED,3000,
FRENDZ,01/29/2023,EN - PPC,3,SHARED,1500,
TERRA SANCTA,01/29/2023,PORT,2,SHARED,500,
ST. JOHN,01/29/2023,EN - PPC,3,SHARED,1650,
ST. JOHN,01/29/2023,PICK UP AIRPORT,4,PRIVATE,1000,
ONE EL NIDO SUITE,01/30/2023,EN - PPC,2,SHARED,1000,
CORAZON,01/30/2023,PPC - EN,2,PRIVATE,5000,
CORAZON,01/30/2023,EN - PPC,2,SHARED,1000,
CORAZON,01/30/2023,SEDA - MARBERS,6,PRIVATE,1000,
CORAZON,01/30/2023,MARBERS - SEDA,6,PRIVATE,1000,
ROCKVIEW,01/30/2023,PPC - EN,6,SHARED,3000,
ROCKVIEW,01/30/2023,PPC - EN,1,SHARED,500,
BAYVIEW,01/30/2023,EN - PPC,12,PRIVATE,6000,
BAYVIEW,01/30/2023,EN - PPC,3,PRIVATE,5000,
BAYVIEW,01/30/2023,EN - PPC,2,SHARED,1000,
BAYVIEW,01/30/2023,PICK UP AIRPORT,4,PRIVATE,1000,
BAYVIEW,01/30/2023,PICK UP AIRPORT,2,PRIVATE,1000,
BAYVIEW,01/31/2023,PICK UP AIRPORT,4,PRIVATE,1000,
BAYVIEW,01/31/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
TERRA SANCTA,01/31/2023,PPC - EN,1,SHARED,500,
ST. JOHN,01/31/2023,PPC - EN,5,PRIVATE,5500,
ST. JOHN,01/31/2023,EN - PPC,1,SHARED,550,
ST. JOHN,01/31/2023,EN - PPC,9,SHARED,4950,
ONE EL NIDO SUITE,01/31/2023,EN - PPC,2,PRIVATE,5000,
CORAZON,01/31/2023,PPC - EN,4,PRIVATE,5000,
CORAZON,01/31/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
CORAZON,01/31/2023,SEA COCOON - PORT,2,PRIVATE,100,
CORAZON,02/13/2023,EN - PPC,2,SHARED,1000,
TARAWIS,02/13/2023,MALVAR - EN,1,SHARED,450,
BAYVIEW,02/13/2023,PPC - EN,2,SHARED,1000,
BAYVIEW,02/13/2023,PICK UP AIRPORT,2,SHARED,1000,
BAYVIEW,02/13/2023,PICK UP AIRPORT,2,PRIVATE,1000,
BAYVIEW,02/13/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
TERRA SANCTA,02/13/2023,DROP OFF AIRPORT,3,SHARED,1200,
ONE EL NIDO SUITE,02/13/2023,TO SAN VICENTE,2,SHARED,1200,
CORAZON,02/13/2023,EN - PPC,20,PRIVATE,16500,
CORAZON,02/13/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
BAYVIEW,02/13/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
BAYVIEW,02/13/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
BAYVIEW,02/13/2023,PICK UP AIRPORT,2,PRIVATE,1000,
TERRA SANCTA,02/13/2023,DROP OFF AIRPORT,4,SHARED,1200,
TERRA SANCTA,02/13/2023,SOUTH ANCHOR - HAPPINESS,2,PRIVATE,800,
TERRA SANCTA,02/13/2023,PART BARTON,5,SHARED,3000,
ST. JOHN,02/13/2023,PPC - EN,8,PRIVATE,5500,
ST. JOHN,02/14/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
CORAZON,02/14/2023,PPC - EN,7,PRIVATE,5500,
CORAZON,02/14/2023,PPC - EN,7,PRIVATE,5500,
TARAWIS,02/14/2023,DROP OFF AIRPORT,2,PRIVATE,900,
BAYVIEW,02/14/2023,DROP OFF AIRPORT,4,PRIVATE,1000,
BAYVIEW,02/14/2023,EN - PPC,2,SHARED,1000,
FRENDZ,02/14/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/14/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/14/2023,EN - PPC,3,SHARED,1500,
FRENDZ,02/14/2023,EN - PPC,1,SHARED,500,
TERRA SANCTA,02/14/2023,PICK UP AIRPORT,2,PRIVATE,1000,
TERRA SANCTA,02/14/2023,EN - PPC,2,SHARED,1000,
TERRA SANCTA,02/14/2023,EN - PPC,2,SHARED,1000,
ST. JOHN,02/14/2023,EN - PPC,2,SHARED,1100,
ST. JOHN,02/15/2023,NACPAN/LIO,5,PRIVATE,3500,
ST. JOHN,02/15/2023,EN - PPC,5,PRIVATE,5500,
CORAZON,02/15/2023,PICK UP AIRPORT,2,PRIVATE,1000,
CORAZON,02/15/2023,EN - PPC,7,PRIVATE,5500,
CORAZON,02/15/2023,EN - PPC,2,SHARED,1000,
CORAZON,02/15/2023,EN - PPC,3,SHARED,1500,
CORAZON,02/15/2023,EN - PPC,7,SHARED,3500,
TARAWIS,02/16/2023,DROP OFF AIRPORT,2,PRIVATE,900,
BAYVIEW,02/16/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
BAYVIEW,02/16/2023,PICK UP AIRPORT,2,PRIVATE,1000,
BAYVIEW,02/16/2023,PICK UP AIRPORT,2,PRIVATE,1000,
BAYVIEW,02/16/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
FRENDZ,02/16/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/16/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/16/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/16/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/16/2023,EN - PPC,1,SHARED,500,
TERRA SANCTA,02/16/2023,DROP OFF AIRPORT,4,PRIVATE,1000,
TERRA SANCTA,02/16/2023,PICK UP AIRPORT,2,PRIVATE,1000,
CORAZON,02/16/2023,PPC - EN,10,PRIVATE,10000,
CORAZON,02/16/2023,PORT - HOTEL,2,PRIVATE,600,
CORAZON,02/17/2023,EN - PPC,2,SHARED,1000,
TARAWIS,02/17/2023,EN - PPC,1,SHARED,450,
ROCKVIEW,02/17/2023,PPC - EN,2,SHARED,1000,
ROCKVIEW,02/17/2023,PPC - EN,2,SHARED,1000,
ROCKVIEW,02/17/2023,EN - PPC,6,SHARED,3000,
ROCKVIEW,02/17/2023,EN - PPC,6,SHARED,3000,
ROCKVIEW,02/17/2023,EN - PPC,2,SHARED,1000,
TROPICAL ,02/17/2023,PORT BARTON,2,SHARED,1000,
BAYVIEW,02/17/2023,EN - PPC,4,SHARED,2000,
BAYVIEW,02/17/2023,EN - PPC,2,SHARED,1000,
FRENDZ,02/17/2023,PPC - EN,1,SHARED,500,
FRENDZ,02/17/2023,EN - PPC,1,SHARED,500,
TERRA SANCTA,02/17/2023,EN - PPC,2,SHARED,1000,
ONE EL NIDO SUITE,02/17/2023,EN - PPC,2,SHARED,1000,
CORAZON,02/17/2023,PPC - EN,4,PRIVATE,5000,
CORAZON,02/17/2023,PPC - EN,8,PRIVATE,5500,
CORAZON,02/17/2023,PPC - EN,2,SHARED,1000,
CORAZON,02/17/2023,PPC - EN,2,SHARED,1000,
CORAZON,02/17/2023,ISLA A. - MARBERS,12,PRIVATE,3000,
CORAZON,02/17/2023,EN - PPC,2,SHARED,1000,
FHERL,02/17/2023,MILAN GRACE INN,6,SHARED,2700,
FHERL,02/18/2023,MILAN GRACE INN,5,SHARED,2250,
BAYVIEW,02/18/2023,DROP OFF AIRPORT,4,PRIVATE,1000,
BAYVIEW,02/18/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
FRENDZ,02/18/2023,EN - PPC,2,SHARED,1000,
FRENDZ,02/18/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/18/2023,EN - PPC,2,SHARED,1000,
FRENDZ,02/18/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/18/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/18/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/18/2023,EN - PPC,2,SHARED,1000,
FRENDZ,02/18/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/18/2023,EN - PPC,1,SHARED,500,
ST. JOHN,02/18/2023,EN - PPC,8,PRIVATE,5500,
ONE EL NIDO SUITE,02/18/2023,PPC - EN,2,SHARED,1000,
ONE EL NIDO SUITE,02/18/2023,PPC - EN,2,SHARED,1000,
ONE EL NIDO SUITE,02/18/2023,EN - PPC,2,SHARED,1000,
CORAZON,02/19/2023,PPC - UR - EN,5,PRIVATE,8000,
CORAZON,02/19/2023,PICK UP AIRPORT,4,PRIVATE,1000,
CORAZON,02/19/2023,PICK UP AIRPORT,2,PRIVATE,1000,
CORAZON,02/19/2023,EN - PPC,7,PRIVATE,5500,
CORAZON,02/19/2023,EN - PPC,2,PRIVATE,1000,
ROCKVIEW,02/19/2023,PPC - EN,6,PRIVATE,5000,
ROCKVIEW,02/19/2023,PPC - EN,3,SHARED,1500,
ROCKVIEW,02/19/2023,PPC - EN,2,SHARED,1000,
ROCKVIEW,02/19/2023,EN - PPC,2,SHARED,1000,
TROPICAL ,02/19/2023,EN - PPC,4,SHARED,2000,
BAYVIEW,02/19/2023,PPC - EN,2,PRIVATE,5000,
BAYVIEW,02/19/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
BAYVIEW,02/19/2023,PICK UP AIRPORT,2,PRIVATE,1000,
BAYVIEW,02/19/2023,PICK UP AIRPORT,2,PRIVATE,1000,
FRENDZ,02/19/2023,EN - PPC,6,SHARED,3000,
FRENDZ,02/19/2023,EN - PPC,2,SHARED,1000,
FRENDZ,02/19/2023,EN - PPC,3,SHARED,1500,
FRENDZ,02/19/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/19/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/19/2023,EN - PPC,2,SHARED,1000,
FRENDZ,02/19/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/20/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/20/2023,EN - PPC,2,SHARED,1000,
TERRA SANCTA,02/20/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
TERRA SANCTA,02/20/2023,EN - PPC,2,SHARED,1000,
ONE EL NIDO SUITE,02/20/2023,EN - PPC,2,SHARED,1000,
ONE EL NIDO SUITE,02/20/2023,EN - PPC,2,SHARED,1000,
ONE EL NIDO SUITE,02/20/2023,EN - PPC,2,SHARED,1000,
CORAZON,02/20/2023,PICK UP AIRPORT,4,PRIVATE,1000,
TARAWIS,02/20/2023,PPC - EN,8,PRIVATE,5000,
FHERL,02/20/2023,MILAN GRACE INN,7,SHARED,2700,
FHERL,02/20/2023,ONE EL NIDO SUITE,2,SHARED,900,
ROCKVIEW,02/20/2023,PPC - EN,20,SHARED,11000,
BAYVIEW,02/20/2023,PICK UP AIRPORT,4,PRIVATE,1000,
BAYVIEW,02/20/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
BAYVIEW,02/20/2023,EN - PPC,2,PRIVATE,5000,
BAYVIEW,02/20/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/20/2023,PPC - EN,1,SHARED,500,
FRENDZ,02/20/2023,EN - PPC,2,SHARED,1000,
FRENDZ,02/20/2023,EN - PPC,2,SHARED,1000,
FRENDZ,02/20/2023,EN - PPC,2,SHARED,500,
FRENDZ,02/20/2023,EN - PPC,3,SHARED,1500,
FRENDZ,02/20/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/20/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/20/2023,EN - PPC,3,SHARED,1500,
FRENDZ,02/20/2023,EN - PPC,2,SHARED,1000,
TERRA SANCTA,02/20/2023,EN - PPC,1,SHARED,700,
ST. JOHN,02/20/2023,EN - PPC,2,PRIVATE,5000,
ST. JOHN,02/21/2023,EN - PPC,2,SHARED,1100,
ONE EL NIDO SUITE,02/21/2023,EN - PPC,4,SHARED,2000,
ONE EL NIDO SUITE,02/21/2023,PORT BARTON,2,SHARED,1200,
CORAZON,02/21/2023,PPC - EN,1,SHARED,500,
CORAZON,02/21/2023,TO HUNI LIO,1,PRIVATE,1000,
CORAZON,02/21/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
TARAWIS,02/21/2023,PPC - UR - PORT BARTON,2,PRIVATE,7000,
ROCKVIEW,02/21/2023,EN - PPC,3,SHARED,1500,
BAYVIEW,02/21/2023,PICK UP AIRPORT,2,PRIVATE,1000,
BAYVIEW,02/21/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
BAYVIEW,02/21/2023,EN - PPC,2,SHARED,1000,
BAYVIEW,02/21/2023,EN - PPC,3,SHARED,1500,
FRENDZ,02/21/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/21/2023,EN - PPC,2,SHARED,1000,
FRENDZ,02/21/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/21/2023,EN - PPC,2,SHARED,1000,
TERRA SANCTA,02/21/2023,EN - PPC,2,SHARED,1000,
CORAZON,02/21/2023,PPC - EN,2,SHARED,1000,
CORAZON,02/21/2023,PPC - EN,3,SHARED,1500,
CORAZON,02/21/2023,PPC - EN,1,SHARED,500,
CORAZON,02/21/2023,DROP OFF AIRPORT,5,PRIVATE,1200,
CORAZON,02/21/2023,PICK UP AIRPORT,2,PRIVATE,1000,
CORAZON,02/21/2023,EN - PPC,2,SHARED,1000,
TARAWIS,02/22/2023,PPC - EN,1,SHARED,450,
FHERL,02/22/2023,MILAN GRACE INN,4,SHARED,1800,
FHERL,02/22/2023,VELLAGO RESORT,2,SHARED,900,
FHERL,02/22/2023,BAYVIEW HOTEL,2,SHARED,900,
FHERL,02/22/2023,PPC - EN,4,SHARED,1800,
ROCKVIEW,02/22/2023,PPC - EN,2,SHARED,1000,
ROCKVIEW,02/22/2023,PPC - EN,2,SHARED,1000,
ROCKVIEW,02/22/2023,EN - PPC,7,SHARED,3500,
BAYVIEW,02/22/2023,PPC - EN,2,SHARED,1000,
BAYVIEW,02/22/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
BAYVIEW,02/22/2023,DROP OFF AIRPORT,5,PRIVATE,1000,
BAYVIEW,02/22/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
FRENDZ,02/22/2023,EN - PPC,3,SHARED,1500,
FRENDZ,02/22/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/22/2023,EN - PPC,2,SHARED,1000,
FRENDZ,02/22/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/22/2023,EN - PPC,1,SHARED,500,
TERRA SANCTA,02/22/2023,EN - PPC,2,SHARED,1000,
TERRA SANCTA,02/23/2023,EN - PPC,2,SHARED,1000,
ST. JOHN,02/23/2023,PPC - EN,3,SHARED,1650,
ST. JOHN,02/23/2023,EN - PPC,3,SHARED,1650,
ONE EL NIDO SUITE,02/23/2023,PPC - EN,2,SHARED,1000,
ONE EL NIDO SUITE,02/23/2023,EN - PPC,2,SHARED,1000,
ONE EL NIDO SUITE,02/23/2023,TO SAN VICENTE,2,SHARED,1200,
CORAZON,02/23/2023,DROP OFF AIRPORT,4,PRIVATE,1100,
TARAWIS,02/23/2023,JURIAS,1,SHARED,450,
FHERL,02/23/2023,MILAN GRACE INN,9,SHARED,4050,
FHERL,02/23/2023,PPC - EN,2,SHARED,900,
TROPICAL ,02/23/2023,EN - PPC,3,SHARED,1500,
BAYVIEW,02/23/2023,PPC - EN,4,SHARED,2000,
BAYVIEW,02/23/2023,PICK UP AIRPORT,4,PRIVATE,1000,
BAYVIEW,02/23/2023,EN - PPC,2,PRIVATE,5000,
FRENDZ,02/23/2023,EN - PPC,2,SHARED,1000,
FRENDZ,02/23/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/23/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/23/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/23/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/23/2023,EN - PPC,1,SHARED,500,
FRENDZ,02/23/2023,EN - PPC,2,SHARED,1000,
TERRA SANCTA,02/23/2023,PICK UP AIRPORT,2,PRIVATE,1000,
ST. JOHN,02/23/2023,PORT BARTON,2,SHARED,1100,
ONE EL NIDO SUITE,02/23/2023,PPC - EN,2,SHARED,1000,
ONE EL NIDO SUITE,02/24/2023,EN - PPC,2,SHARED,1000,
FHERL,02/24/2023,NACPAN/LIO,2,PRIVATE,6000,
ROCKVIEW,02/24/2023,PPC - EN,4,SHARED,2000,
