DATE,DESTINATION,PAX,AMOUNT,TOTAL,AGENCY
03/01/2023,PPC-EN,4.058265306,6724.848485,1499.282281,FRENDZ
03/01/2023,ST JOHN,4.069591837,7406.363636,1498.658328,FHERL
03/01/2023,DROP ITI,4.080918367,8087.878788,1498.034375,VELLAGO
03/01/2023,D ONLY P.,4.092244898,8769.393939,1497.410422,FHERL 
03/01/2023,PPC-EN,4.103571429,9450.909091,1496.786469,MILAN
03/01/2023,EN-PPC,4.114897959,10132.42424,1496.162516,RICOS
03/01/2023,PPC-PRIVATE,4.12622449,10813.93939,1495.538563,JUN BURNET
03/01/2023,EN-JOINER,4.13755102,11495.45455,1494.91461,ARMAN
03/01/2023,EN-PRIVATE,4.148877551,12176.9697,1494.290657,JOSEPH
03/01/2023,DROP ITI,4.160204082,PRIVATE,1493.666704,CORAZON TRAVEL AND TOURS
03/01/2023,EN-PPC,4.171530612,2224.285714,1493.042751,FRENDZ
03/01/2023,EN-PPC,4.182857143,2366.071429,1492.418798,MILAN
03/01/2023,PPC-EN,4.194183673,2507.857143,1491.794845,MILAN
03/01/2023,PPC-EN,2+2,2649.642857,1491.170892,MILAN
03/01/2023,EN-PPC,4.363636364,2791.428571,1490.546939,ARMAN
03/01/2023,EN-PRIVATE,4.590909091,2933.214286,1489.922986,MILAN
03/01/2023,ENVI/LAGGON FEE,4.818181818,3075,1489.299033,THUMPS UP
03/01/2023,EN-PPC,5.045454545,3216.785714,1488.67508,MILAN
03/01/2023,EN-PPC,5.272727273,3358.571429,1488.051127,MILAN
03/01/2023,EN-PPC,5.5,3500.357143,1487.427174,MILAN
03/01/2023,EN-PPC,5.727272727,3642.142857,1486.803221,MILAN
03/01/2023,EN-PPC,5.954545455,3783.928571,1486.179268,ARMAN
03/01/2023,EN-PRIVATE,6.181818182,3925.714286,1485.555315,ARMAN
03/01/2023,EN-ROXAS,6.409090909,4067.5,1484.931362,THUMPS UP
03/01/2023,PPC-EN,6.636363636,4209.285714,1484.307409,GFS TO MAYMAY
03/01/2023,EN-PPC,6+2,PRIVATE,1483.683456,MILAN
03/01/2023,PPC-EN,3.475862069,500,1483.059503,MILAN
03/01/2023,PPC-EN,3.513014461,500,1482.43555,DOUBLEGEM
03/01/2023,EN-PPC,3.550166852,PRIVATE,1481.811597,THUMPS UP
03/01/2023,EN-PPC,3.587319244,400,1481.187644, ST.JOHN
03/01/2023,EN-PPC,3.624471635,365,1480.563691,ELNIDO BAYVIEW RESORT
03/01/2023,FRENDZ,3.661624027,330,1479.939738,FHERL TO TRIPI
04/01/2023,EN-PPC,3.698776418,295,1479.315785,JHEOFREY TO FHERL
04/01/2023,PICK ITI,3.73592881,PRIVATE,1478.691832,BAYVIEW
04/01/2023,EN-PPC,3.773081201,511.4035088,1478.067879,FRENDZ
04/01/2023,PORT BARTON,3.810233593,508.5964912,1477.443926,DOUBLEGEM
04/01/2023,PICK ITI,3.847385984,505.7894737,1476.819973,DMC TRAVCON TRAVEL AND TOURS
04/01/2023,PPC-EN,3.884538376,502.9824561,1476.19602,CORAZON TRAVEL AND TOURS
04/01/2023,EN-PPC,3.921690768,500.1754386,1475.572067,FRENDZ
04/01/2023,MILAN,3.958843159,497.3684211,1474.948114,GFS TRAVELISTA
04/01/2023,DROP ITI,3.995995551,494.5614035,1474.324161,VELLAGO
04/01/2023,PPC-EN,4.033147942,491.754386,1473.700209,MILAN
04/01/2023,EN-PPC,4.070300334,488.9473684,1473.076256,MILAN
04/01/2023,EN-PPC,4.107452725,486.1403509,1472.452303,MILAN
04/01/2023,EN-PPC,4.144605117,483.3333333,1471.82835,MILAN
04/01/2023,DROP ITI,4.181757508,480.5263158,1471.204397,THUMPS UP
04/01/2023,EN-PPC,4.2189099,477.7192982,1470.580444,FRENDZ
04/01/2023,PPC-EN,4.256062291,474.9122807,1469.956491,PASAKAY NI VINCENT
04/01/2023,EN-PPC,4.293214683,472.1052632,1469.332538,MILAN
04/01/2023,EN-PPC,4.330367075,469.2982456,1468.708585,MILAN
04/01/2023,EN-PPC,4.367519466,466.4912281,1468.084632,MILAN
04/01/2023,EN-PPC,4.404671858,463.6842105,1467.460679,MILAN
04/01/2023,EN-PPC,4.441824249,460.877193,1466.836726,MILAN
04/01/2023,PORT-STUNNING,4.478976641,PRIVATE,1466.212773,CORAZON TRAVEL AND TOURS
04/01/2023,EN-PPC,4.516129032,PRIVATE,1465.58882,BAYVIEW
04/01/2023,EN-PPC,4.553281424,500,1464.964867,FRENDZ
04/01/2023,PPC-EN,7+2,PRIVATE,1464.340914,BAYVIEW
04/01/2023,VINCENT,5.225,1282.389163,1463.716961,PASAKAY NI VINCENT
04/01/2023,EN-PPC,5.347058824,1232.364532,1463.093008,MILAN
04/01/2023,MILAN,5.469117647,1182.339901,1462.469055,FHERL
04/01/2023,PICK ITI,5.591176471,1132.315271,1461.845102,VELLAGO
04/01/2023,EN-PPC,5.713235294,1082.29064,1461.221149,MILAN
04/01/2023,EN-PPC,5.835294118,1032.26601,1460.597196,DA ROCK
04/01/2023,PPC WT UR-PRIVATE,5.957352941,982.2413793,1459.973243,ARMAN
04/01/2023,EN-PRIVATE,6.079411765,932.2167488,1459.34929,ARMAN
04/01/2023,EN-PPC,6.201470588,882.1921182,1458.725337,FRENDZ
04/01/2023,PICK ITI,6.323529412,832.1674877,1458.101384,VELLAGO
04/01/2023,,6.445588235,782.1428571,1457.477431,ELME
04/01/2023,EN-PBARTON,6.567647059,732.1182266,1456.853478,MILAN
04/01/2023,PPC-JOINER,6.689705882,682.0935961,1456.229525,JOSEPH
04/01/2023,3 ITI,6.811764706,632.0689655,1455.605572,JOSEPH
04/01/2023,EN-JOINER,6.933823529,582.044335,1454.981619,JOSEPH
04/01/2023,EN-PRIVATE,7.055882353,532.0197044,1454.357666,DA ROCK
04/01/2023,PPC-PRIVATE,18+2 ( 2 VANS),481.9950739,1453.733713,ARMAN
04/01/2023,ISLAM.-PORT,2.320261438,431.9704433,1453.10976,CORAZON TRAVEL AND TOURS
04/01/2023,EN-PPC,2.277949776,381.9458128,1452.485807,ELME
04/01/2023,PPC-EN,2.235638115,331.9211823,1451.861854,MILAN
04/01/2023,EN-PPC,2.193326453,281.8965517,1451.237901,DA ROCK
04/01/2023,PRECY,2.151014792,231.8719212,1450.613948,GFS TRAVELISTA
04/01/2023,DROP ITI,2.10870313,181.8472906,1449.989995,MILAN
04/01/2023,PPC-EN,2.066391469,131.8226601,1449.366042,THUMPS UP
04/01/2023,PPC-EN,2.024079807,81.79802956,1448.742089,MILAN
05/01/2023,PPC-EN,1.981768146,31.77339901,1448.118136,VELLAGO
05/01/2023,EN-PPC,1.939456484,-18.25123153,1447.494183,CORAZON TRAVEL AND TOURS
05/01/2023,EN-PPC,1.897144823,-68.27586207,1446.87023,MILAN
05/01/2023,PPC-EN,1.854833161,-118.3004926,1446.246277,VELLAGO
05/01/2023,PICK ITI,1.8125215,PRIVATE,1445.622324,BAYVIEW
05/01/2023,DROP ITI,1.770209838,PRIVATE,1444.998371,DOUBLEGEM
05/01/2023,PPC-EN,1.727898177,-503.7878788,1444.374418,VELLAGO
05/01/2023,DROP ITI,1.685586515,-758.8578089,1443.750465,VELLAGO
05/01/2023,EN-PPC,1.643274854,-1013.927739,1443.126512,MILAN
05/01/2023,PPC-EN,1.600963192,-1268.997669,1442.502559,MILAN
05/01/2023,EN-PPC,9+2,-1524.067599,1441.878606,MILAN
05/01/2023,EN-PPC,-2,-1779.137529,1441.254653,MILAN
05/01/2023,DROP ITI,-5,-2034.207459,1440.6307,JHEOFREY TO FHERL
05/01/2023,PPC-EN,-8,-2289.277389,1440.006747,WE GO TRAVEL AND TOURS
05/01/2023,EN-PPC,5+3,-2544.347319,1439.382794,THUMPS UP
05/01/2023,DROP ITI,1.714285714,-2799.417249,1438.758841,VELLAGO
05/01/2023,PPC-EN,1.428571429,-3054.487179,1438.134888,MILAN
05/01/2023,EN-PPC,1.142857143,-3309.55711,1437.510935,MILAN
05/01/2023,INLAND TOUR,0.857142857,PRIVATE,1436.886982,MILAN
05/01/2023,DROP ITI,0.571428571,PRIVATE,1436.263029,BAYVIEW
05/01/2023,PICK ITI,0.285714286,PRIVATE,1435.639076,BAYVIEW
05/01/2023,EN-PPC,4.44089E-15,683.3333333,1435.015123,BAYVIEW
05/01/2023,PPC-EN,5+3,691.2121212,1434.39117,MILAN
05/01/2023,EN-PPC,1,699.0909091,1433.767217,MILAN
05/01/2023,EN-PPC,5+2,706.969697,1433.143264,MILAN
05/01/2023,PICK ITI,2.725900116,714.8484848,1432.519311,VELLAGO
05/01/2023,EN-PPC,2.718688383,722.7272727,1431.895358,FRENDZ
05/01/2023,DROP ITI,2.71147665,730.6060606,1431.271405,VELLAGO
05/01/2023,PPC-EN,2.704264916,738.4848485,1430.647452,THUMPS UP
05/01/2023,ONE EL NIDO,2.697053183,746.3636364,1430.023499,FHERL
05/01/2023,EN-PPC,2.68984145,754.2424242,1429.399546,ONE EL NIDO SUITE
05/01/2023,SEDA -LIO ,2.682629717,PRIVATE,1428.775593,CORAZON TRAVEL AND TOURS
05/01/2023,LAGUN-CUNA,2.675417983,651.6483516,1428.15164,ARMAN
05/01/2023,EN-PPC,2.66820625,636.1538462,1427.527687,BAYVIEW
05/01/2023,EN-PPC,2.660994517,620.6593407,1426.903734,FRENDZ
05/01/2023,EN-PPC,2.653782784,605.1648352,1426.279781,MARVIN TO FHERL
05/01/2023,EN-PPC,2.64657105,589.6703297,1425.655828,MILAN
05/01/2023,EN-ROXAS,2.639359317,574.1758242,1425.031875,VELLAGO
05/01/2023,PPC-EN,2.632147584,558.6813187,1424.407922,MILAN
05/01/2023,PICK ITI,2.624935851,543.1868132,1423.783969,VELLAGO
05/01/2023,PPC-EN,2.617724117,527.6923077,1423.160016,VELLAGO
05/01/2023,ROBIX,2.610512384,512.1978022,1422.536063,MILAN
05/01/2023,DROP-ITI,2.603300651,496.7032967,1421.91211,VELLAGO
05/01/2023,EN-PPC,2.596088918,481.2087912,1421.288157,FRENDZ
05/01/2023,EN-PPC,2.588877184,465.7142857,1420.664204,MILAN
05/01/2023,PPC-EN,2.581665451,450.2197802,1420.040251,MILAN
05/01/2023,DROP ITI,2.574453718,charge-901,1419.416298,VELLAGO
05/01/2023,EN-PPC,2.567241985,PRIVATE,1418.792345,CORAZON TRAVEL AND TOURS
05/01/2023,PPC-EN,2.560030251,850,1418.168392,MILAN
05/01/2023,EN-PPC,2.552818518,920,1417.544439,MILAN
06/01/2023,DROP-ITI,2.545606785,990,1416.920486,WE GO TRAVEL AND TOURS
06/01/2023,PICK ITI,2.538395052,1060,1416.296534,VELLAGO
06/01/2023,EN-PPC,2.531183318,1130,1415.672581,ONE EL NIDO SUITE
06/01/2023,PICK ITI,2.523971585,PRIVATE,1415.048628,BAYVIEW
06/01/2023,EN-PPC,2.516759852,850,1414.424675,BAYVIEW
06/01/2023,EN-PPC,2.509548119,920,1413.800722,MILAN
06/01/2023,PPC-EN,2.502336385,990,1413.176769,MILAN
06/01/2023,PPC-EN,2.495124652,1060,1412.552816,VELLAGO
06/01/2023,EN-PPC,2.487912919,1130,1411.928863,MILAN
06/01/2023,EN-PPC,2.480701186,PRIVATE,1411.30491,MILAN
06/01/2023,EN-SANVIC,2.473489453,473.3333333,1410.680957,MILAN
06/01/2023,PPC-EN,2.466277719,463.3333333,1410.057004,JHEOFREY TO FHERL
06/01/2023,EN-PPC,2.459065986,453.3333333,1409.433051,FRENDZ
06/01/2023,PPC-EN,2.451854253,443.3333333,1408.809098,MILAN
06/01/2023,PICK ITI,2.44464252,433.3333333,1408.185145,MILAN
06/01/2023,EN-PPC,2.437430786,423.3333333,1407.561192,MILAN
06/01/2023,PICK ITI,2.430219053,PRIVATE,1406.937239,BAYVIEW
06/01/2023,EN-PPC,4+2,970,1406.313286,MILAN
06/01/2023,EN-PPC,3.526623377,1068.571429,1405.689333,MILAN
06/01/2023,EN-PPC,3.551367054,1167.142857,1405.06538,MILAN
06/01/2023,CHARLES-LIO,3.576110731,1265.714286,1404.441427,FHERL TO MARVIN
06/01/2023,FRENDZ,3.600854409,1364.285714,1403.817474,FHERL TO TRIPI
06/01/2023,DROP ITI,3.625598086,1462.857143,1403.193521,VELLAGO
06/01/2023,EN-PPC,3.650341763,PRIVATE,1402.569568,FHERL
06/01/2023,PICK ITI,3.675085441,415.4545455,1401.945615,VELLAGO
06/01/2023,PICK ITI,3.699829118,351.3636364,1401.321662,VELLAGO
06/01/2023,EN-PPC,3.724572796,287.2727273,1400.697709,MILAN
06/01/2023,DROPITI,3.749316473,223.1818182,1400.073756,VELLAGO
06/01/2023,EN-PPC,3.77406015,159.0909091,1399.449803,FRENDZ
06/01/2023,DROP ITI,3.798803828,95,1398.82585,VELLAGO
06/01/2023,PPC-EN,3.823547505,30.90909091,1398.201897,MILAN
06/01/2023,DROP ITI,3.848291183,-33.18181818,1397.577944,VELLAGO
06/01/2023,ECO HOTEL,3.87303486,-97.27272727,1396.953991,ELME
06/01/2023,CUNA,3.897778537,-161.3636364,1396.330038,THUMPS UP
06/01/2023,PPC-EN,3.922522215,-225.4545455,1395.706085,CORAZON TRAVEL AND TOURS
06/01/2023,DROP ITI,3.947265892,PRIVATE,1395.082132,BAYVIEW
06/01/2023,PPC-EN,3.972009569,476.6666667,1394.458179,MILAN
06/01/2023,EN-PPC,3.996753247,472.3809524,1393.834226,MILAN
06/01/2023,PPC-EN,4.021496924,468.0952381,1393.210273,MILAN
06/01/2023,EN-PPC,4.046240602,463.8095238,1392.58632,BAYVIEW
06/01/2023,FRENDZ,4.070984279,459.5238095,1391.962367,FHERL
06/01/2023,EN-PPC,4.095727956,455.2380952,1391.338414,FRENDZ
06/01/2023,EN-PPC,4.120471634,PRIVATE,1390.714461,DOUBLEGEM
06/01/2023,FRENDZ,4.145215311,746.4285714,1390.090508,MILAN
06/01/2023,EN-PPC,4.169958988,763.6904762,1389.466555,VELLAGO
06/01/2023,TRANSFER,4.194702666,780.952381,1388.842602,FRENDZ
06/01/2023,PPC-EN,4.219446343,798.2142857,1388.218649,ELME
06/01/2023,PPC-EN,4.244190021,815.4761905,1387.594696,MILAN
06/01/2023,EN-PPC,4.268933698,832.7380952,1386.970743,MILAN
06/01/2023,EN-PPC,4.293677375,850,1386.34679,THUMPS UP
06/01/2023,DROP ITI,4.318421053,867.2619048,1385.722837,VELLAGO
06/01/2023,PICK ITI,4.34316473,PRIVATE,1385.098884,BAYVIEW
06/01/2023,EN-PPC,4.367908407,733.3333333,1384.474931,MILAN
06/01/2023,EN-PPC,4.392652085,733.3333333,1383.850978,VELLAGO
06/01/2023,PICK ITI,4.417395762,733.3333333,1383.227025,THUMPS UP
06/01/2023,DROP ITI,4.44213944,charge-901,1382.603072,VELLAGO
06/01/2023,EN-PPC,4.466883117,450,1381.979119,FRENDZ
06/01/2023,EN-PPC,4.491626794,440,1381.355166,FRENDZ
06/01/2023,FRENDZ,4.516370472,430,1380.731213,FHERL 
07/01/2023,EN-PPC,4.541114149,420,1380.10726,THUMPS UP
07/01/2023,TERMINAL,4.565857826,410,1379.483307,ELME
07/01/2023,PPC-EN,4.590601504,PRIVATE,1378.859354,MILAN
07/01/2023,MARBERS-SEDA,4.615345181,PRIVATE,1378.235401,CORAZON TRAVEL AND TOURS
07/01/2023,EN-PPC,4.640088859,500,1377.611448,MILAN
07/01/2023,EN-PPC,4.664832536,500,1376.987495,MILAN
07/01/2023,EN-PPC,4.689576213,500,1376.363542,MILAN
07/01/2023,DROP ITI,4.714319891,PRIVATE,1375.739589,MILAN
07/01/2023,EN-PPC,4.739063568,500,1375.115636,MILAN
07/01/2023,DROP ITI,4.763807245,500,1374.491683,MILAN
07/01/2023,PICK ITI,4.788550923,PRIVATE,1373.86773,BAYVIEW
07/01/2023,EN-PPC,4.8132946,733.3333333,1373.243777,FRENDZ
07/01/2023,DROP ITI,4.838038278,733.3333333,1372.619824,VELLAGO
07/01/2023,PPC-EN,4.862781955,733.3333333,1371.995871,MILAN
07/01/2023,EN-PPC,4.887525632,charge-901,1371.371918,VELLAGO
07/01/2023,PPC-EN,3+3,385.7142857,1370.747965,MILAN
07/01/2023,PICK ITI,4,342.2619048,1370.124012,VELLAGO
07/01/2023,EN-PPC,4.321428571,298.8095238,1369.500059,MILAN
07/01/2023,DROP ITI,4.642857143,255.3571429,1368.876106,BAYVIEW
07/01/2023,EN-PPC,4.964285714,211.9047619,1368.252153,FRENDZ
07/01/2023,FRENDZ,5.285714286,168.452381,1367.6282,GFS TRAVELISTA
07/01/2023,EN-PPC,5.607142857,125,1367.004247,MILAN
07/01/2023,EN-PPC,5.928571429,81.54761905,1366.380294,MILAN
07/01/2023,EN-PPC,12+2,PRIVATE,1365.756341,MILAN
07/01/2023,EN-PPC,2,500,1365.132388,MILAN
07/01/2023,EN-PPC,6+2,500,1364.508435,MILAN
07/01/2023,PICK ITI,4.233618234,charge-901,1363.884482,VELLAGO
07/01/2023,PPC-EN,4.279405779,500,1363.260529,MILAN
07/01/2023,EN-PPC,4.325193325,500,1362.636576,FRENDZ
07/01/2023,EN-PPC,4.370980871,500,1362.012623,MILAN
07/01/2023,PPC-EN,4.416768417,500,1361.38867,WE GO TRAVEL AND TOURS
07/01/2023,PPC-EN,4.462555963,PRIVATE,1360.764717,VELLAGO
07/01/2023,PPC-EN,4.508343508,830,1360.140764,FHERL 
07/01/2023,EN-PPC,4.554131054,895.7142857,1359.516811,FRENDZ
07/01/2023,EN-PPC,4.5999186,961.4285714,1358.892859,FRENDZ
07/01/2023,PICK ITI,4.645706146,1027.142857,1358.268906,FHERL TO TRIPI
07/01/2023,DROP ITI,4.691493691,1092.857143,1357.644953,VELLAGO
02/10/2023,EN-PPC,9,5500,1000,JOSEPH
03/10/2023,PPC-EN,2,500,1000,FRENDZ
03/10/2023,EN-PPC,3,500,1500,FRENDZ
03/10/2023,EN-PPC,10,PRIVATE,5000,MILAN
03/10/2023,EN-PPC,2,500,1000,MILAN
03/10/2023,BANIG,2,450,900,JHEOFREY TO FHERL
04/10/2023,PPC-EN,2,450,900,ROLANDO aka INSTEK
04/10/2023,PPC-EN,1,500,500,CORAZON TRAVEL AND TOURS
04/10/2023,BAYVIEW,2,450,,FHERL
04/10/2023,PPC-EN,2,500,1000,MILAN
04/10/2023,EN-PPC,2,500,1000,CORAZON TRAVEL AND TOURS
04/10/2023,PICK ITI,16,PRIVATE,1000,ELNIDO BAYVIEW RESORT
04/10/2023,EN-PPC,3+1,500,1500,MILAN
05/10/2023,EN-PPC,2,450,900,MARVIN TO FHERL
05/10/2023,DROP-LIO STATE,2,1200,300,VELLAGO
05/10/2023,PPC-EN,2,500,1000,MILAN
05/10/2023,EN-PPC,7,500,3500,MILAN
05/10/2023,EN-PPC,6,450,2700,JHEOFREY TO FHERL
05/10/2023,DROP-ITI,2,1200,300,VELLAGO
05/10/2023,PICK ITI,7,550,3850, ST.JOHN
06/10/2023,DROP ITI,5,PRIVATE,1000,CORAZON TRAVEL AND TOURS
06/10/2023,BAYVIEW,2,450,900,GFS TRAVELISTA
06/10/2023,PPC-EN,4,500,2000,MILAN
06/10/2023,EN-PPC,19,PRIVATE,10000,MILAN
06/10/2023,EN-PPC,2,500,1000,THUMPS UP
06/10/2023,PICK ITI,2,1200,300,VELLAGO
06/10/2023,EN-PPC,2,500,1000,CORAZON TRAVEL AND TOURS
06/10/2023,EN-PPC,6,500,3000,FRENDZ
06/10/2023,EN-PPC,3,500,1500,MILAN
07/10/2023,EN-PPC,1,500,500,FRENDZ
07/10/2023,PICK ITI,2,1200,300,VELLAGO
07/10/2023,PPC-EN,4,500,2000,MILAN
07/10/2023,PICK ITI,,charge,300,MILAN
07/10/2023,,2,450,900,ELME
07/10/2023,FRENDZ,2,450,900,FHERL 
07/10/2023,PPC-EN,2,500,1000,MILAN
07/10/2023,PICK ITI,4,PRIVATE,1000,BAYVIEW
07/10/2023,PPC-EN,12,PRIVATE,1000,MILAN
08/10/2023,EN-PPC,1,400,400,GFS TO MAYMAY
08/10/2023,PPC-EN,6,500,3000,MILAN
08/10/2023,PPC-EN,2,500,1000,MILAN
08/10/2023,EN-PPC,2,500,1000,MILAN
08/10/2023,RONNEL,2,450,900,FHERL 
08/10/2023,PPC-EN,1,500,500,MILAN
08/10/2023,PICK ITI,2,1200,300,VELLAGO
08/10/2023,DROP ITI,10,PRIVATE,5000,MILAN
09/10/2023,PPC-PRIVATE,2,1200,300,VELLAGO
09/10/2023,PPC-EN,2,500,1000,MILAN
09/10/2023,EN-PPC,5,500,2500,MILAN
09/10/2023,EN-PPC,2,500,1000,MILAN
09/10/2023,PPC-EN,3,450,1350,MARVIN TO FHERL
09/10/2023,DROP ITI,2,1200,300,VELLAGO
09/10/2023,PPC-EN,2,500,1000,MILAN
09/10/2023,EN-PPC,2,500,1000,MILAN
10/10/2023,PPC-EN,2,500,1000,BAYVIEW
10/10/2023,EN-PPC,1,450,450,MARVIN TO FHERL
10/10/2023,DROP ITI,1,charge-900,,VELLAGO
10/10/2023,PPC-EN,2,500,1000,MILAN
10/10/2023,EN-PPC,2,1400,400,VELLAGO
10/10/2023,PPC-EN,7,500,3500,MILAN
10/10/2023,PPC-EN,4,500,2000,MILAN
10/10/2023,EN-PPC,4,500,2000,MILAN
10/10/2023,PICK ITI (TRIC),2,TRIC,500,MILAN
10/10/2023,EN-PPC,1,500,500,MILAN
10/10/2023,PICK ITI,4,500,2000,MILAN
10/10/2023,EN-PPC,4,500,2000,MILAN
10/10/2023,EN-PPC,12+1,PRIVATE,4000,MILAN
11/10/2023,DROP ITI,2,500,1000,MILAN
11/10/2023,EN-PPC,2,PRIVATE,1000,ELNIDO BAYVIEW RESORT
11/10/2023,PICK ITI,2,1200,300,VELLAGO
11/10/2023,PPC-EN,4+1,500,2500,MILAN
11/10/2023,EN-WT 3 ITI,11,8300,,BOGS
11/10/2023,PICK ITI,2,PRIVATE,1000,CORAZON TRAVEL AND TOURS
11/10/2023,DROP ITI,2,PRIVATE,1000,BAYVIEW
11/10/2023,EN-PPC,2,450,900,MARVIN TO FHERL
11/10/2023,R.PALM,5,450,900,FHERL TO MARVIN
11/10/2023,PPC-EN,2,500,1000,MILAN
11/10/2023,EN-PPC,2,500,1000,MILAN
11/10/2023,PPC-EN,4,500,2000,MILAN
11/10/2023,PPC-EN,2,500,1000,MILAN
11/10/2023,PPC-EN,2,500,1000,FRENDZ
11/10/2023,PPC-EN,15+1,PRIVATE,5000,BAYVIEW
12/10/2023,DROP ITI,2,500,1000,ONE EL NIDO SUITE
12/10/2023,DROP ITI,2,PRIVATE,1000,BAYVIEW
12/10/2023,BIZ IT,2,450,900,ROLANDO aka INSTEK
12/10/2023,PPC-EN,2,500,1000,MILAN
12/10/2023,EN-PPC,7+1,450,3150,BAYVIEW
12/10/2023,EN-PPC,3,500,1500,MILAN
12/10/2023,PPC-EN,2,500,1000,FRENDZ
12/10/2023,PPC-EN,2,1200,300,VELLAGO
12/10/2023,EN-PPC,4,500,2000,MILAN
12/10/2023,EN-PPC,1,500,500,FRENDZ
01/11/2023,FRENDZ,1,500,500,CORAZON TRAVEL AND TOURS
01/11/2023,EN-PPC,2,PRIVATE,2000,BAYVIEW
01/11/2023,FRENDZ,1,450,450,FHERL
01/11/2023,NACPAN/DULI,4,PRIVATE,4000,DOUBLEGEM
01/11/2023,PPC-EN,4,500,2000,MILAN
01/11/2023,EN-PRIVATE,2,5000,,BOGS
01/11/2023,EN-JOINER,13,6500,,ARMAN
01/11/2023,PPC-JOINER,12,5450,5420,ARMAN
01/11/2023,PPC-EN,3,500,1500,CORAZON TRAVEL AND TOURS
01/11/2023,EN-PPC,2,500,1000,FRENDZ
01/11/2023,EN-PPC,2,500,1000,FRENDZ
01/11/2023,EN-PPC,2,450,900,MARVIN TO FHERL
01/11/2023,EN-PPC,4+1,500,2500,MILAN
01/11/2023,PPC-EN,2,500,1000,MILAN
01/11/2023,PPC-EN,8,5000,15725,ARMAN
01/11/2023,AMAKAN-P,2,450,900,FHERL
02/11/2023,PPC-EN,2,500,1000,MILAN
02/11/2023,NACPAN/LIO,,,2100,DMC TRAVCON TRAVEL AND TOURS
02/11/2023,PPC-EN,9,PRIVATE,3500, ST.JOHN
02/11/2023,PICK ITI,2,PRIVATE,1000,CORAZON TRAVEL AND TOURS
02/11/2023,NACPAN/LIO,9,PRIVATE,3000,FHERL
02/11/2023,PICK ITI,2,PRIVATE,1000,BAYVIEW
02/11/2023,PICK ITI,2,1200,300,VELLAGO
02/11/2023,EN-PPC,14,PRIVATE,6000,MILAN
02/11/2023,PPC-PRIVATE,20 (3 VANS),5500,2980,ARMAN
02/11/2023,PPC-PRIVATE,20(3VANS,5500,5150,JOSEPH
02/11/2023,EN-JOINER,12,6000,,DA ROCK
02/11/2023,EN-PPC,1,500,500,FRENDZ
02/11/2023,EN-PPC,11,5050,4750,DA ROCK
02/11/2023,EN-JOINER,2,5000,13725,JUN BURNET
02/11/2023,PPC-JOINER,2,7000,5000,VELLAGO
02/11/2023,PPC-EN,2,500,1000,THUMPS UP
03/11/2023,PPC-EN,2,500,1000,MILAN
03/11/2023,PPC-EN,2,500,1000,MILAN
03/11/2023,EN-PPC,2,7000,2000,VELLAGO
03/11/2023,EN-PPC,2+1,500,1000,MILAN
03/11/2023,DROP ITI,2,PRIVATE,1000,MILAN
03/11/2023,PPC-EN,5,500,2500,MILAN
04/11/2023,PPC-EN,7,PVT,5000,WE GO TRAVEL AND TOURS
05/11/2023,EN-PPC,1,1000,1000,DMC TRAVCON TRAVEL AND TOURS
06/11/2023,EN-PPC,2,500,1000,THUMPS UP
07/11/2023,DROP ITI,2,500,1000,WE GO TRAVEL AND TOURS
08/11/2023,PPC-EN,2,5000,4860,BOGS
09/11/2023,EN-PRIVATE,1,500,500,MILAN
10/11/2023,EN-PPC,2,1200,300,VELLAGO
11/11/2023,PICK ITI,2,450,900,PASAKAY NI VINCENT
12/11/2023,MILAN,18+2,PRIVATE,10000,MILAN
01/12/2023,EN-PPC,3,550,1650, ST.JOHN
01/12/2023,PPC-EN ,8,500,,ARMAN
01/12/2023,EN-JOINER,2,500,1000,BAYVIEW
02/12/2023,ALOCASIA,10,5000,,DA ROCK
02/12/2023,EN-PPC,13,6500,6270,ARMAN
02/12/2023,EN-JOINER,4,500,2000,MILAN
02/12/2023,ITI,2,500,1000,WE GO TRAVEL AND TOURS
03/12/2023,PICK ITI,7+1,PRIVATE,5000,MILAN
04/12/2023,DROP ITI,7,PRIVATE,5000,WE GO TRAVEL AND TOURS
05/12/2023,PPC-EN,1,450,450,TARAWIS
06/12/2023,PICK ITI,2,1200,300,VELLAGO
07/12/2023,EN-PPC,5,PRIVATE,5000,MILAN
08/12/2023,EN-PPC,2,5000,,BOGS
09/12/2023,EN-PRIVATE,2,450,900,MARVIN TO FHERL
10/12/2023,EN-PPC,2,1200,300,VELLAGO
11/12/2023,EN-PPC,2,450,900,GFS TRAVELISTA
12/12/2023,EN-PPC,4,500,2000,MILAN
01/13/2023,EN-PPC,2,500,1000,ONE EL NIDO SUITE
01/13/2023,CITY TOUR,8,3650,,ARMAN
01/13/2023,ITI,4,450,1800,RONEL
01/14/2023,FRENDZ,2,700,1400,DMC TRAVCON TRAVEL AND TOURS
01/14/2023,TOUR A,3,900,,JOSEPH
01/14/2023,EN-JOINER,3,450,1350,FHERL
01/14/2024,EN-PPC,14(2 VANS),PRIVATE,11000,CORAZON TRAVEL AND TOURS
01/14/2024,PICK ITI,2,PRIVATE,1000,BAYVIEW
01/14/2024,D ONLY P.,2,450,900,GFS TRAVELISTA
01/14/2024,EN-PPC,2,500,1000,DOUBLEGEM
01/14/2024,EN-PPC,2,1400,400,VELLAGO
